Orig,Route String,Dest,Hours1,Hours2,Hours3,Type,Area,Altitude,Aircraft,Direction,Seq,DCNTR,ACNTR
DTW,DTW CLVIN3 STAZE VXV TEUFL WHYYT GRNCH5 MCO,MCO,,,,H,,,,,2,ZOB,ZJX
DTW,DTW CCOBB3 ZEGBI LEROY BAGEL PANGG5 MDW,MDW,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,1,ZOB,ZAU
DTW,DTW BARII3 SINKR PXV BLUZZ5 MEM,MEM,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,2,ZOB,ZME
DTW,DTW HHOWE4 LNCON JHW Q82 PONCT ROZZE2 MHT,MHT,1100-0300,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,1,ZOB,ZBW
DTW,DTW CLVIN3 STAZE VXV THRSR HONID FROGZ4 MIA,MIA,,,,H,,,,,2,ZOB,ZMA
DTW,DTW MIGGY3 GETCH LYSTR SUDDS MKE,MKE,,,,L,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,1,ZOB,ZAU
DTW,DTW MIGGY3 SLLAP Q440 IDIOM MUSCL3 MSP,MSP,1000-0300,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV TURBOJETS,,1,ZOB,ZMP
DTW,DTW BARII3 SINKR IIU Q139 HITMN MERDN TRSSH1 MSY,MSY,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB) TO MSY.NEW.NBG,,RNAV ONLY,,1,ZOB,ZHU
DTW,DTW KAYLN3 SMUUV WYNDE WYNDE2 ORD,ORD,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,ADVANCED RNAV,,3,ZOB,ZAU
DTW,DTW SNDRS3 SNDRS NOLNN Q62 WATSN WATSN4 ORD,ORD,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,ADVANCED RNAV,,6,ZOB,ZAU
DTW,DTW LIDDS4 GRIVY NUSMM MOL TERKS2 ORF,ORF,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,,,1,ZOB,ZDC
DTW,DTW CLVIN3 STAZE VXV THRSR Q79 ZPLEN VUUDU1 PBI,PBI,,,,H,,,,,2,ZOB,ZMA
DTW,DTW PAVYL3 ESSBE CXR EWC JST BOJID4 PHL,PHL,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,2,ZOB,ZNY
DTW,DTW LIDDS4 GRIVY JESEY5 PIT,PIT,,,,H,DETROIT (TO: DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,1,ZOB,ZOB
DTW,DTW LIDDS4 GRIVY JESEY5 PIT,PIT,1100-0300,,,L,DETROIT (TO: DTW.DET.YQG.PTK.YIP.ARB),6000-17000 INCL,RNAV ONLY,,1,ZOB,ZOB
DTW,DTW HHOWE4 LNCON JHW Q82 MEMMS HINGZ WIPOR3 PVD,PVD,1100-0300,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,1,ZOB,ZBW
DTW,DTW HHOWE4 LNCON JHW Q82 PONCT CAM CDOGG4 PWM,PWM,1100-0300,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV ONLY,,1,ZOB,ZBW
DTW,DTW LIDDS4 GRIVY NUSMM EKN FRIKY ALDAN4 RDU,RDU,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,,,2,ZOB,ZDC
DTW,DTW LIDDS4 GRIVY NUSMM MOL SPIDR5 RIC,RIC,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV EQUIPPED,,1,ZOB,ZDC
DTW,DTW LIDDS4 GRIVY NUSMM EKN ROA ROA,ROA,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV EQUIPPED,,1,ZOB,ZDC
DTW,DTW HHOWE4 BROKK DKK BUF ROC,ROC,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,,,1,ZOB,ZOB
DTW,DTW CLVIN3 STAZE VXV TEUFL CYNTA SHFTY6 RSW,RSW,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,,,1,ZOB,ZMA
DTW,DTW SNDRS3 BGHRT STL RZC MLC NILBE QERVO1 SAT,SAT,,,,H,FROM DETROIT(DTW.DET.YQG.PTK.YIP.ARB) TO SAT.BAZ.CVB.PEZ.RND.SSF.SKF.5C1,,RNAV EQUIPPED,,1,ZOB,ZHU
DTW,DTW CLVIN3 CLVIN RINTE DLAMP8 SDF,SDF,,,,H,FROM DETROIT METRO(DTW.DET.PTK.YIP.ARB),,RNAV EQUIPPED,,1,ZOB,ZID
DTW,DTW KAYLN3 SMUUV BFF J157 MTU J148 OAL INYOE DYAMD5 SFO,SFO,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV EQUIPPED,,1,ZOB,ZOA
DTW,DTW HHOWE4 LNCON JHW SYR,SYR,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV EQUIPPED,,1,ZOB,ZBW
DTW,DTW PAVYL3 MRDOC HOXIE J70 LVZ LVZ5 TEB,TEB,,,,H,FROM DETROIT METRO(DTW.DET.YQG.PTK.YIP.ARB),,RNAV EQUIPPED,,1,ZOB,ZNY
DTW,DTW CLVIN3 STAZE VXV DAREE Q65 KERLY BAAMF DADES2 TPA,TPA,,,,H,,,,,2,ZOB,ZMA
EBONY,EBONY LARIE Q220 RIFLE Q167 ZIZZI KNUKK ATR LAFLN SPISY2 ADW,ADW,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY  ALLRY,ALLRY,,,,NAR,N381B: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY KAYCC KYLOH BAF Q448 PTW J48 MOL FLASK OZZZI1 ATL,ATL,,,,NAR,,,,WESTBOUND,1,,ZTL
EBONY,EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 LITTR TXK BROBB WINDU SEWZY6 AUS,AUS,,,,NAR,,,,WESTBOUND,1,,ZHU
EBONY,EBONY ENE KEYNN BDL,BDL,,,,NAR,,,,WESTBOUND,1,,ZBW
EBONY,EBONY ENE LWRNC BED,BED,,,,NAR,,,,WESTBOUND,1,,ZBW
EBONY,EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 YOCKY GROAT PASLY4 BNA,BNA,,,,NAR,,,,WESTBOUND,1,,ZME
EBONY,EBONY AJJAY OOSHN5 BOS,BOS,,,,NAR,,,,WESTBOUND,1,,ZBW
EBONY,EBONY  BUDAR,BUDAR,,,,NAR,N355B: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY KAYCC KYLOH NELIE Q75 MXE NUGGY TRISH4 BWI,BWI,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY FOXBO RIFLE HEADI Q97 SAWED DFENC Q109 JOHAR AMYLU AMYLU3 CHS,CHS,,,,NAR,,,,WESTBOUND,1,,ZJX
EBONY,EBONY KAYCC KYLOH NELIE Q75 GVE AIROW CHSLY6 CLT,CLT,,,,NAR,,,,WESTBOUND,1,,ZTL
EBONY,EBONY ALB J49 PSB MAULL KODIE SAVVI TIGRR4 CVG,CVG,,,,NAR,,,,WESTBOUND,1,,ZID
EBONY,EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 LITTR FEWWW SEEVR4 DFW,DFW,,,,NAR,,,,WESTBOUND,1,,ZFW
EBONY,EBONY LARIE Q220 RIFLE Q439 BRIGS SIE DOV,DOV,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY GONZZ DONEO TPGUN2 DTW,DTW,,,,NAR,,,,WESTBOUND,1,,ZOB
EBONY,EBONY  ELSIR,ELSIR,,,,NAR,N325A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  ENNSO,ENNSO,,,,NAR,N763A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY HANAA FLOSI4 EWR,EWR,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY FOXBO RIFLE Q167 KALDA COUPN RDU FAY,FAY,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY FOXBO RIFLE HEADI Q97 KALDA Q133 CHIEZ Y291 MAJIK CUUDA3 FLL,FLL,,,,NAR,,,,WESTBOUND,1,,ZMA
EBONY,EBONY LFV SEY ARCAV ORCHA FOK,FOK,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY KAYCC KYLOH NELIE Q75 GVE FUBLL JUNNR4 GSP,GSP,,,,NAR,,,,WESTBOUND,1,,ZTL
EBONY,EBONY  HOIST,HOIST,,,,NAR,N733A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY ALB VALRE5 HPN,HPN,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY KAYCC KYLOH BAF HYPER9 IAD,IAD,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY KAYCC KYLOH BAF Q448 PTW J48 CSN FANPO Q40 AEX DOOBI2 IAH,IAH,,,,NAR,,,,WESTBOUND,1,,ZHU
EBONY,EBONY  IBERG,IBERG,,,,NAR,N295A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY SERBO IRLOK,IRLOK,,,,NAR,N705A,,,EASTBOUND,1,,
EBONY,EBONY  JANJO,JANJO,,,,NAR,N675A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY LOMPI JAROM,JAROM,,,,NAR,,,,EASTBOUND,1,,
EBONY,EBONY ENE PARCH4 JFK,JFK,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY  JOOPY,JOOPY,,,,NAR,N277A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  KODIK,KODIK,,,,NAR,N645A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  LOMSI,LOMSI,,,,NAR,N615A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY FOXBO RIFLE HEADI Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4 MCO,MCO,,,,NAR,,,,WESTBOUND,1,,ZJX
EBONY,EBONY  MELDI,MELDI,,,,NAR,N585A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 RAMRD BLUZZ5 MEM,MEM,,,,NAR,,,,WESTBOUND,1,,ZME
EBONY,EBONY FOXBO RIFLE HEADI Q97 KALDA Q101 SKARP Y313 HOAGG BNFSH2 MIA,MIA,,,,NAR,,,,WESTBOUND,1,,ZMA
EBONY,EBONY FOXBO RIFLE HEADI Q97 SAWED MOXXY Q85 LPERD OMN BITHO7 MLB,MLB,,,,NAR,,,,WESTBOUND,1,,ZJX
EBONY,EBONY KAYCC KYLOH BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY,MSY,,,,NAR,,,,WESTBOUND,1,,ZHU
EBONY,EBONY  MUSAK,MUSAK,,,,NAR,N911A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  NEEKO,NEEKO,,,,NAR,DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  NICSO,NICSO,,,,NAR,N903A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  OMSAT,OMSAT,,,,NAR,N893A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  PELTU,PELTU,,,,NAR,N527A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY LARIE Q220 RIFLE Q439 BRIGS JIIMS4 PHL,PHL,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY ENE CTR HNK KONJE SLT HAYNZ7 PIT,PIT,,,,NAR,,,,WESTBOUND,1,,ZOB
EBONY,EBONY FOXBO RIFLE Q167 KALDA COUPN RDU POB,POB,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY  PORTI,PORTI,,,,NAR,N885A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  RAFIN,RAFIN,,,,NAR,N71A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY BEEKN Q439 RIFLE Q167 ZJAAY TAQLE2 RDU,RDU,,,,NAR,,,,WESTBOUND,1,,ZDC
EBONY,EBONY  RELIC,RELIC,,,,NAR,N125A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  RIKAL,RIKAL,,,,NAR,N497C: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  SAXAN,SAXAN,,,,NAR,N469A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 YOCKY LEDDL1 SDF,SDF,,,,NAR,,,,WESTBOUND,1,,ZID
EBONY,EBONY  SUPRY,SUPRY,,,,NAR,N97A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY ALB V123 TRESA SWF,SWF,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY ALB V489 COATE TEB,TEB,,,,NAR,,,,WESTBOUND,1,,ZNY
EBONY,EBONY KAYCC KYLOH NELIE Q75 TEUFL BAAMF DADES2 TPA,TPA,,,,NAR,,,,WESTBOUND,1,,ZMA
EBONY,EBONY  TUDEP,TUDEP,,,,NAR,N439A: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY  UMESI,UMESI,,,,NAR,N411B: DIRECT,,,EASTBOUND,1,,
EBONY,EBONY LARIE Q220 RIFLE Q439 DRIFT T416 CYN WRI,WRI,,,,NAR,,,,WESTBOUND,1,,ZNY
ECP,ECP RRS VUZ J151 FAM FTZ TRTLL6 ORD,ORD,,,,H,,,,,1,,ZAU
EDC,EDC TNV V306 DAS 45R,45R,,,,TEC,,050 OR 070,,,1,,ZHU
EDC,EDC TNV V306 DAS BMT,BMT,,,,TEC,,050 OR 070,,,1,,ZHU
EDC,EDC TNV V306 DAS BPT,BPT,,,,TEC,,050 OR 070,,,1,,ZHU
EDC,EDC TNV V306 DAS LCH,LCH,,,,TEC,,050 OR 070,,,1,,ZHU
EDC,EDC TNV V306 DAS ORG,ORG,,,,TEC,,050 OR 070,,,1,,ZHU
EDW,EDW PMD PMD240 LYNXX VNY329 VNY BUR,BUR,,,,TEC,EDW L00 MHV PMD WJF TO BUR VNY,JMPQ80,,EDWP4,1,ZLA,ZLA
EDW,EDW PMD V386 FIM CMA,CMA,,,,TEC,EDW L00 MHV PMD WJF TO CMA OXR NTD,JMPQ80,,EDWP6,1,ZLA,ZLA
EDW,EDW PMD V386 VAZCU V23 LAX V25 ALBAS SLI FUL,FUL,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA (LAXE),MPQ80,,EDWP3,1,ZLA,ZLA
EDW,EDW PMD V201 BERRI V459 SLI FUL,FUL,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA,JMPQ90,,EDWP2,2,ZLA,ZLA
EDW,EDW PMD V518 KIMMO V459 DARTS V186 ADAMM V394 HHR,HHR,,,,TEC,EDW L00 MHV PMD WJF TO HHR (RWY25),JMPQ80,,EDWP1,1,ZLA,ZLA
EDW,EDW PMD V386 VAZCU V23 LAX V25 ALBAS SLI LGB,LGB,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA (LAXE),MPQ80,,EDWP3,1,ZLA,ZLA
EDW,EDW PMD V201 BERRI V459 SLI LGB,LGB,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA,JMPQ90,,EDWP2,2,ZLA,ZLA
EDW,EDW PMD V386 FIM NTD,NTD,,,,TEC,EDW L00 MHV PMD WJF TO CMA OXR NTD,JMPQ80,,EDWP6,1,ZLA,ZLA
EDW,EDW PMD V386 FIM OXR,OXR,,,,TEC,EDW L00 MHV PMD WJF TO CMA OXR NTD,JMPQ80,,EDWP6,1,ZLA,ZLA
EDW,EDW PMD V386 VAZCU V23 LAX V25 ALBAS SLI SLI,SLI,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA (LAXE),MPQ80,,EDWP3,1,ZLA,ZLA
EDW,EDW PMD V201 BERRI V459 SLI SLI,SLI,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA,JMPQ90,,EDWP2,2,ZLA,ZLA
EDW,EDW PMD V518 KIMMO V459A DARTS SMO,SMO,,,,TEC,EDW L00 MHV PMD WJF TO SMO,JMPQ80,,EDWP5,1,ZLA,ZLA
EDW,EDW PMD V386 VAZCU V23 LAX V25 ALBAS SLI SNA,SNA,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA (LAXE),MPQ80,,EDWP3,1,ZLA,ZLA
EDW,EDW PMD V201 BERRI V459 SLI SNA,SNA,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA,JMPQ90,,EDWP2,2,ZLA,ZLA
EDW,EDW PMD V386 VAZCU V23 LAX V25 ALBAS SLI TOA,TOA,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA (LAXE),MPQ80,,EDWP3,1,ZLA,ZLA
EDW,EDW PMD V201 BERRI V459 SLI TOA,TOA,,,,TEC,EDW L00 MHV PMD WJF TO FUL LGB SLI SNA TOA,JMPQ90,,EDWP2,2,ZLA,ZLA
EDW,EDW PMD PMD240 LYNXX VNY329 VNY VNY,VNY,,,,TEC,EDW L00 MHV PMD WJF TO BUR VNY,JMPQ80,,EDWP4,1,ZLA,ZLA
EEN,EEN KEYNN T393 PVD NEWBE DEEPO ACK,ACK,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN GDM T315 HFD BDR,BDR,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZNY
EEN,EEN GDM T608 LOBBY BED,BED,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN GDM T315 HFD T303 MAD EEGOR ALIXX RYMES DXR,DXR,,,,TEC,,10000,PROPS LESS THAN 250 KTS IAS,,1,ZBW,ZNY
EEN,EEN GDM T320 YANTC GON,GON,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN GDM T315 HFD HFD,HFD,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN KEYNN T393 GAILS HYA,HYA,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN KEYNN T393 PVD V405 MVY MVY,MVY,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN GDM T315 SPENO ORH,ORH,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN GDM T608 LOBBY OWD,OWD,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN KEYNN T393 GAILS PVC,PVC,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN KEYNN T393 PVD PVD,PVD,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,,,1,ZBW,ZBW
EEN,EEN WARIC T295 SASHA STUBY TRESA SWF,SWF,,,,TEC,FROM BOSTON ARTCC/KEENE(EEN),10000,GNSS EQUIPPED ONLY,,1,ZBW,ZNY
EKM,EKM BENJO BRWNZ4 CLE,CLE,,,,H,TO CLEVELAND METRO(CLE.CGF.BKL.LNN.LPR),,RNAV TURBOJET,,1,ZAU,ZOB
EKR,EKR EKR MTU SPANE8 SLC,SLC,,,,SHD,TRAFFIC ARRIVING SALT LAKE CITY TERMINAL AREA,,,SOUTHEAST OVER EKR,1,,ZLC
ELD,ELD ELD UJM6 MEM,MEM,,,,SHD,TRAFFIC ENTERING MEMPHIS ARTCC ON OR SOUTH OF J6,,NON-RNAV EQUIPPED,SOUTHWEST,1,ZFW,ZME
ELD,ELD ELD HOBRK4 MEM,MEM,,,,SHD,TRAFFIC ENTERING MEMPHIS ARTCC ON OR SOUTH OF J6,,RNAV ONLY,SOUTHWEST,2,ZFW,ZME
ELLDE,ELLDE Q97 MALET,MALET,,,,HSD,,,,S BND,1,,
ELM,ELM STUBN T440 WLKES AVP,AVP,,,,TEC,,8000,,,1,ZNY,ZNY
ELM,ELM STUBN T440 WLKES AVP,AVP,,,,TEC,,8000,,,2,ZNY,ZNY
ELM,ELM STUBN GIBBE ROC,ROC,,,,TEC,,8000,,,2,ZNY,ZOB
ELM,ELM XUCCO T307 SYR SYR,SYR,,,,TEC,,8000,,,1,ZNY,ZBW
ELMAA,ELMAA Q1 PYE,PYE,1300-0600,,,HSD,,,,S BND,1,,
ELP,ELP NEVUE3 FST MOPPP DNKIN1 SAT,SAT,,,,H,TO SAT. BAZ. CVB. PEZ. RND. SSF. SKF. 5C1,,,,1,ZAB,ZHU
ELSIR,ELSIR  ALLEX,ALLEX,,,,NAR,N402C: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  ANATI,ANATI,,,,NAR,N414A: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  BRADD,BRADD,,,,NAR,N396B: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  EBONY,EBONY,,,,NAR,N404E: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  HULTN,HULTN,,,,NAR,N408A: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  KANNI,KANNI,,,,NAR,N394A: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  MIILS,MIILS,,,,NAR,N412A: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  TOPPS,TOPPS,,,,NAR,N406A: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  TUSKY,TUSKY,,,,NAR,N398B: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  VITOL,VITOL,,,,NAR,N388A: DIRECT,,,WESTBOUND,1,,
ELSIR,ELSIR  WHALE,WHALE,,,,NAR,N392A: DIRECT,,,WESTBOUND,1,,
ELY,ELY WINEN STEWW CHOWW3 LAS,LAS,1300-0600,,,SHD,,,TURBOJETS,SW BND,1,ZLC,ZLA
EMBOK,EMBOK IKMAN FEDDY,FEDDY,,,,NAR,N1014A,,,WESTBOUND,1,,
EMBOK,EMBOK BERUS TEFFO,TEFFO,,,,NAR,N1016A,,,WESTBOUND,1,,
EMT,EMT PDZ PDZ270/013 RNDAL V363 DANAH SXC AVX,AVX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX,JMPQ70,,ONTP8,1,ZLA,ZLA
EMT,EMT PDZ V186 VNY BUR,BUR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO BUR VNY WHP,PQ60,,ONTP1,1,ZLA,ZLA
EMT,EMT PDZ V197 POM V264 ITSME V186 VNY BUR,BUR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO BUR VNY WHP,JM80,,ONTP2,2,ZLA,ZLA
EMT,EMT PDZ V186 FIM CMA,CMA,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,PQ60,,ONTP14,1,ZLA,ZLA
EMT,EMT PDZ V197 POM V264 ITSME V186 FIM CMA,CMA,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,JM80,,ONTP15,2,ZLA,ZLA
EMT,EMT PDZ V186 ROBNN V458 OCN CRQ,CRQ,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CRQ NFG NKX OKB,JM110PQ70,,ONTP11,1,ZLA,ZLA
EMT,EMT PDZ V388 SLI FUL,FUL,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA,JMPQ40,,ONTP9,1,ZLA,ZLA
EMT,EMT PDZ V388 DOWDD HHR,HHR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR,JMPQ30,,ONTP3,1,ZLA,ZLA
EMT,EMT PDZ V388 DOWDD LAX,LAX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX,JMPQ40,,ONTP4,1,ZLA,ZLA
EMT,EMT PDZ V388 SLI V8 TANDY LAX,LAX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE),PQ40,,ONTP5,2,ZLA,ZLA
EMT,EMT PDZ V16 PRADO V363 DANAH V23 SLI V8 TANDY LAX,LAX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE),JM80,,ONTP6,3,ZLA,ZLA
EMT,EMT PDZ V388 SLI LGB,LGB,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA,JMPQ40,,ONTP9,1,ZLA,ZLA
EMT,EMT PDZ V186 HAILE V66 MZB MYF,MYF,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO MYF NRS NZY SAN,JM110PQ90,,ONTP12,1,ZLA,ZLA
EMT,EMT PDZ V186 ROBNN V458 OCN NFG,NFG,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CRQ NFG NKX OKB,JM110PQ70,,ONTP11,1,ZLA,ZLA
EMT,EMT PDZ V186 ROBNN V458 OCN NKX,NKX,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CRQ NFG NKX OKB,JM110PQ70,,ONTP11,1,ZLA,ZLA
EMT,EMT PDZ V186 HAILE V66 MZB NRS,NRS,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO MYF NRS NZY SAN,JM110PQ90,,ONTP12,1,ZLA,ZLA
EMT,EMT PDZ V186 FIM NTD,NTD,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,PQ60,,ONTP14,1,ZLA,ZLA
EMT,EMT PDZ V197 POM V264 ITSME V186 FIM NTD,NTD,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,JM80,,ONTP15,2,ZLA,ZLA
EMT,EMT PDZ V186 HAILE V66 MZB NZY,NZY,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO MYF NRS NZY SAN,JM110PQ90,,ONTP12,1,ZLA,ZLA
EMT,EMT PDZ V186 ROBNN V458 OCN OKB,OKB,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CRQ NFG NKX OKB,JM110PQ70,,ONTP11,1,ZLA,ZLA
EMT,EMT PDZ V186 FIM OXR,OXR,,,,TEC,CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO CMA OXR NTD,PQ60,,ONTP14,1,ZLA,ZLA
